lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
nominally,NNP,1,nomin,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_5
kingdom,NNS,1,kingdom,kingdom|land|realm,sphere|domain|area|orbit|field|arena|country|state|land|demesne|monarchy|taxonomic group|taxonomic category|taxon|group|grouping,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_5
acknowledge,VBD,1,acknowledg,acknowledge|admit|know|notice|receipt|recognise|recognize,declare|adjudge|hold|communicate|pass on|pass|pass along|put across|react|respond|thank|give thanks|accept,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_5
elect,VBN,1,elect,elect,choose|take|select|pick out|choose|take|select|pick out,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_5
high,NNP,1,high,heights|high|high gear|high school|highschool|senior high|senior high school,degree|grade|level|air mass|elation|topographic point|place|spot|secondary school|lyceum|lycee|Gymnasium|middle school|gear|gear mechanism,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_5
king,NNP,1,king,B. B. King|baron|big businessman|Billie Jean King|Billie Jean Moffitt King|business leader|king|King|magnate|male monarch|Martin Luther King|Martin Luther King Jr.|mogul|power|queen|Rex|Riley B King|top executive|tycoon|world-beater,sovereign|crowned head|monarch|rival|challenger|competitor|competition|contender|businessman|man of affairs|eminence|distinction|preeminence|note|checker|chequer|face card|picture card|court card|chessman|chess piece,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_5
seat,NN,1,seat,arse|ass|backside|behind|bottom|bum|buns|butt|buttocks|can|derriere|fanny|fundament|hind end|hindquarters|keister|nates|place|posterior|prat|rear|rear end|rump|seat|stern|tail|tail end|tooshie|tush,space|body part|furniture|piece of furniture|article of furniture|support|center|centre|middle|heart|eye|location|legal right|part|portion|cloth covering,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_5
fabled,JJ,1,fabl,fabled|legendary,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_5
tara,NNP,1,tara,Tara,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_5
overlord,NN,1,overlord,lord|master|overlord,ruler|swayer,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_5
