lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
end,NN,1,end,close|closing|conclusion|death|destruction|end|ending|goal|last|oddment|remainder|remnant|terminal,extremity|point|point in time|ending|conclusion|finish|content|cognitive content|mental object|part|section|division|state|surface|lineman|boundary|bound|bounds|topographic point|place|spot|contribution|share|subdivision|piece of cloth|piece of material,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_59
century,NN,1,centuri,100|C|century|hundred|one C,time period|period of time|period|large integer,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_59
catholic,NNP,1,cathol,Catholic,Christian,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_59
king,NN,1,king,B. B. King|baron|big businessman|Billie Jean King|Billie Jean Moffitt King|business leader|king|King|magnate|male monarch|Martin Luther King|Martin Luther King Jr.|mogul|power|queen|Rex|Riley B King|top executive|tycoon|world-beater,sovereign|crowned head|monarch|rival|challenger|competitor|competition|contender|businessman|man of affairs|eminence|distinction|preeminence|note|checker|chequer|face card|picture card|court card|chessman|chess piece,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_59
jame,NNP,1,jame,NA,NA,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_59
ius,NNP,1,iu,NA,NA,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_59
come,VBD,1,come,add up|amount|arrive|come|come in|come up|derive|descend|do|fall|fare|follow|get|get along|hail|issue forth|make out|number|occur|total,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_59
throne,NN,1,throne,can|commode|crapper|pot|potty|stool|throne|toilet,chair of state|plumbing fixture|position|post|berth|office|spot|billet|place|situation,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_59
irish,JJ,1,irish,Irish,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_59
feel,VBD,1,feel,experience|feel|find|finger|palpate|sense,reason|reason out|conclude|perceive|comprehend|be|think|believe|consider|conceive|experience|see|go through|look|appear|seem|search|seek|look for|touch|find|regain,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_59
have,VBD,1,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_59
choice,NN,1,choic,alternative|choice|option|pick|selection,decision making|deciding|action,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_59
back,VB,1,back,back|back up|bet on|endorse|gage|game|indorse|plump for|plunk for|punt|second|stake|support,approve|O.K.|okay|sanction|travel|go|move|locomote|support|back up|finance|lie|bet|wager|play|switch|change over|shift|confirm|corroborate|sustain|substantiate|affirm|strengthen,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_59
