lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
brehon,NN,1,brehon,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_10
law,NNS,1,law,constabulary|jurisprudence|law|law of nature|legal philosophy|natural law|police|police force|practice of law,collection|aggregation|accumulation|assemblage|legal document|legal instrument|official document|instrument|concept|conception|construct|philosophy|learned profession|force|personnel|law enforcement agency,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_10
give,VBD,1,give,afford|apply|break|cave in|chip in|collapse|commit|consecrate|contribute|dedicate|devote|ease up|establish|fall in|feed|founder|generate|gift|give|give way|grant|hand|have|hold|impart|kick in|leave|make|move over|open|pass|pass on|pay|present|reach|render|return|sacrifice|throw|turn over|yield,supply|provide|render|furnish|transfer|state|say|tell|communicate|intercommunicate|direct|make|create|think|cogitate|cerebrate|produce|pass|hand|reach|pass on|turn over|give|utter|emit|let out|let loose|release|relinquish|resign|free|give up|use|utilize|utilise|apply|employ|administer|dispense|distribute|mete out|deal|parcel out|lot|shell out|deal out|dish out|allot|dole out|move|ply|cater|change|estimate|gauge|approximate|guess|judge|execute|compensate|recompense|repair|indemnify|show|perform|stretch|toast|drink|pledge|salute|wassail|accord|grant|express|evince|submit|lead|permit|allow|let|countenance|inflict|bring down|visit|impose|happen|hap|go on|pass off|occur|fall out|come about|take place|accept|consent|go for|offer|proffer,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_10
woman,NNS,1,woman,adult female|char|charwoman|cleaning lady|cleaning woman|fair sex|woman|womanhood,female|female person|adult|grownup|cleaner|class|stratum|social class|socio-economic class,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_10
high,JJ,1,high,eminent|gamey|gamy|high|high-pitched|in high spirits|mellow,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_10
status,NN,1,statu,condition|position|status,state,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_10
—,NN,1,—,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_10
own,VBP,1,own,have|own|possess,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_10
property,NN,1,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_10
divorce,NN,1,divorc,divorce|divorcement,separation,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_10
even,RB,1,even,even|still|yet,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_10
enter,VB,1,enter,accede|come in|embark|enrol|enroll|enter|figure|get in|get into|go in|go into|infix|inscribe|insert|introduce|move into|participate|put down|record|recruit,register|be|save|preserve|succeed|come after|follow|take office|attach|get down|begin|get|start out|start|set about|set out|commence,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_10
profession,NNS,1,profess,professing|profession,occupational group|vocation|occupation|business|job|line of work|line|avowal|avouchment|affirmation,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_10
year-old,JJ,2,year-old,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_80
mary,NNP,2,mari,Blessed Virgin|Madonna|Mary|The Virgin|Virgin Mary,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_80
return,VBD,2,return,bring back|come back|deliver|devolve|fall|generate|give|give back|hark back|pass|recall|reelect|refund|regress|rejoin|render|repay|retort|retrovert|return|revert|riposte|take back|turn back|yield,travel|go|move|locomote|give|change by reversal|turn|reverse|denote|refer|bring|convey|take|reciprocate|transport|carry|answer|reply|respond|reappear|re-emerge|pay|communicate|pass on|pass|pass along|put across|elect|change hands|change owners|return|produce|make|create|submit,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_80
scotland,NNP,2,scotland,Scotland,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_80
grip,NN,2,grip,adhesive friction|bag|bobby pin|clasp|clench|clutch|clutches|grasp|grip|hairgrip|handgrip|handle|hold|suitcase|traction|traveling bag|travelling bag,grasping|taking hold|seizing|prehension|appendage|baggage|luggage|friction|rubbing|skilled worker|trained worker|skilled workman|influence|hairpin,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_80
reformation,NNP,2,reform,Protestant Reformation|reclamation|reformation|Reformation,improvement|melioration|religious movement|rescue|deliverance|delivery|saving,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_80
protestant,JJ,2,protest,protestant|Protestant,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_80
leader,NNS,2,leader,drawing card|leader|loss leader,person|individual|someone|somebody|mortal|soul|feature,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_80
have,VBD,2,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_80
take,VBN,2,take,accept|acquire|admit|adopt|aim|ask|assume|bring|call for|carry|charter|choose|claim|conduct|consider|consume|contain|contract|convey|deal|demand|direct|drive|engage|exact|fill|film|get|get hold of|guide|have|hire|hold|ingest|involve|lead|learn|lease|look at|make|necessitate|need|occupy|pack|pick out|postulate|read|remove|rent|require|select|shoot|strike|study|submit|subscribe|subscribe to|take|take aim|take away|take in|take on|take up|train|use up|withdraw,NA,berlitz_HistoryEdinburgh-hepple_clean,en,berlitz_HistoryEdinburgh-hepple_clean_80
control,NN,2,control,ascendance|ascendancy|ascendence|ascendency|command|control|control condition|controller|dominance|mastery|restraint,power|powerfulness|relation|bodily process|body process|bodily function|activity|criterion|standard|condition|status|discipline|skillfulness|mechanism|spirit|disembodied spirit|economic policy,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_80
scottish,NNP,2,scottish,Scots|Scots English|Scottish,English|English language,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_80
parliament,NN,2,parliament,fantan|parliament|sevens,legislature|legislative assembly|legislative body|general assembly|law-makers|card game|cards,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_80
abolish,VBD,2,abolish,abolish|get rid of,NA,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_80
