lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
world,NNP,1,world,cosmos|creation|domain|earth|Earth|earthly concern|existence|globe|human beings|human race|humanity|humankind|humans|macrocosm|man|mankind|populace|public|reality|universe|world|worldly concern,natural object|class|stratum|social class|socio-economic class|experience|people|part|piece|concern|homo|man|human being|human|group|grouping,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_114
war,NNP,1,war,state of war|war|warfare,military action|action|hostility|enmity|antagonism|conflict|struggle|battle|campaign|cause|crusade|drive|movement|effort,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_114
ius,NNP,1,iu,NA,NA,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_114
bomb,NNS,1,bomb,bomb|bomb calorimeter|dud|turkey,explosive device|weaponry|arms|implements of war|weapons system|munition|calorimeter|flop|bust|fizzle,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_114
german,JJ,1,german,German,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_114
plane,NNS,1,plane,aeroplane|airplane|carpenter's plane|plane|planer|planing machine|sheet|woodworking plane,heavier-than-air craft|shape|form|degree|level|stage|point|power tool|edge tool|hand tool,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_114
fall,VBD,1,fall,accrue|come|come down|decrease|descend|devolve|diminish|fall|fall down|flow|go down|hang|lessen|light|pass|precipitate|return|settle|shine|strike,travel|go|move|locomote|change state|turn|be|fail|go wrong|miscarry|die|decease|perish|exit|pass away|expire|pass|kick the bucket|cash in one's chips|buy the farm|conk|give-up the ghost|drop dead|pop off|choke|croak|snuff it|happen|hap|go on|pass off|occur|fall out|come about|take place|yield|change magnitude|fall|sin|transgress|trespass|leave office|quit|step down|resign|change hands|change owners|return|devolve|slope|incline|pitch|change posture|change|issue|emerge|come out|come forth|go forth|egress|be born|get down|begin|get|start out|start|set about|set out|commence|disappear|vanish|go away|come,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_114
twice,RB,1,twice,double|doubly|twice,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_114
dublin,NNP,1,dublin,capital of Ireland|Dublin|Irish capital,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_114
country,NN,1,countri,area|body politic|commonwealth|country|land|nation|res publica|rural area|state,political unit|political entity|administrative district|administrative division|territorial division|people|geographical area|geographic area|geographical region|geographic region|region,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_114
remain,VBD,1,remain,continue|persist|remain|rest|stay|stay on,be,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_114
neutral,JJ,1,neutral,achromatic|electroneutral|impersonal|indifferent|inert|neutral,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_114
jame,NNP,2,jame,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_59
iv,NNP,2,iv,4|four|foursome|intravenous feeding|IV|Little Joe|quadruplet|quartet|quatern|quaternary|quaternion|quaternity|tetrad,digit|figure|feeding|alimentation,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
1488,CD,2,1488,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
–,NN,2,–,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
1513,CD,2,1513,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
confirm,VBD,2,confirm,affirm|confirm|corroborate|reassert|substantiate|support|sustain,affirm|strengthen|beef up|fortify|approve|O.K.|okay|sanction|covenant,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_59
edinburgh,NNP,2,edinburgh,Edinburgh,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
s,VBZ,2,NA,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
status,NN,2,statu,condition|position|status,state,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
capital,NN,2,capit,cap|capital|Capital|capital letter|chapiter|Das Kapital|majuscule|upper-case letter|uppercase|Washington|working capital,assets|seat|character|graph|grapheme|graphic symbol|center|centre|top,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
scotland,NNP,2,scotland,Scotland,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
construct,VBG,2,construct,build|construct|fabricate|make|manufacture|reconstruct|retrace,make|create|trace|draw|line|describe|delineate|create by mental act|create mentally|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose,berlitz_HistoryEdinburgh-hepple_clean,ing,berlitz_HistoryEdinburgh-hepple_clean_59
royal,JJ,2,royal,imperial|majestic|purple|regal|royal,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
palace,NN,2,palac,castle|palace,mansion|mansion house|manse|hall|residence|government|authorities|regime|exhibition hall|exhibition area,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
holyrood,NNP,2,holyrood,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_59
however,RB,3,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
ptolemy,NNP,3,ptolemi,Claudius Ptolemaeus|Ptolemaic dynasty|Ptolemy,dynasty,berlitz_HistoryEgypt-hepple_clean,s,berlitz_HistoryEgypt-hepple_clean_54
be,VBD,3,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryEgypt-hepple_clean,ed,berlitz_HistoryEgypt-hepple_clean_54
responsible,JJ,3,respons,creditworthy|responsible|responsible for(p),NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
building,NN,3,build,building|construction|edifice,structure|construction|creating from raw materials|commercial enterprise|business enterprise|business|gathering|assemblage,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
refurbishing,NN,3,refurbish,NA,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
several,JJ,3,sever,respective(a)|several(a)|several(p)|various(a),NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
important,JJ,3,import,authoritative|crucial|important|of import|significant,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
temple,NNS,3,templ,synagogue|tabernacle|temple,place of worship|house of prayer|house of God|house of worship|feature|lineament|building|edifice,berlitz_HistoryEgypt-hepple_clean,s,berlitz_HistoryEgypt-hepple_clean_54
upper,NNP,3,upper,amphetamine|pep pill|speed|upper|upper berth,berth|bunk|built in bed|piece of leather|stimulant|stimulant drug|excitant|drug of abuse|street drug,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
egypt,NNP,3,egypt,Arab Republic of Egypt|Egypt|Egyptian Empire|United Arab Republic,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
include,VBG,3,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,berlitz_HistoryEgypt-hepple_clean,ing,berlitz_HistoryEgypt-hepple_clean_54
denderah,NNP,3,denderah,NA,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
phila,NNP,3,phila,NA,NA,berlitz_HistoryEgypt-hepple_clean,s,berlitz_HistoryEgypt-hepple_clean_54
edfu,NNP,3,edfu,NA,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_54
position,NN,4,posit,attitude|berth|billet|emplacement|lieu|locating|location|military position|office|perspective|place|placement|position|positioning|post|posture|side|situation|spatial relation|spot|stance|status|stead|view,point|orientation|bodily property|state|occupation|business|job|line of work|line|relation|role|activity|condition|status|attitude|mental attitude|opinion|view|item|function|office|part|assumption,berlitz_HistoryFrance-hepple_clean,NA,berlitz_HistoryFrance-hepple_clean_8
be,VBD,4,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryFrance-hepple_clean,ed,berlitz_HistoryFrance-hepple_clean_8
threaten,VBN,4,threaten,endanger|imperil|jeopardise|jeopardize|menace|peril|threaten,exist|be|warn|bode|portend|auspicate|prognosticate|omen|presage|betoken|foreshadow|augur|foretell|prefigure|forecast|predict,berlitz_HistoryFrance-hepple_clean,ed,berlitz_HistoryFrance-hepple_clean_8
ligurian,NNP,4,ligurian,NA,NA,berlitz_HistoryFrance-hepple_clean,NA,berlitz_HistoryFrance-hepple_clean_8
pirate,NNS,4,pirat,buccaneer|literary pirate|pirate|pirate ship|plagiariser|plagiarist|plagiarizer|sea robber|sea rover,thief|stealer|plunderer|pillager|looter|spoiler|despoiler|raider|freebooter|ship,berlitz_HistoryFrance-hepple_clean,s,berlitz_HistoryFrance-hepple_clean_8
sea,NN,4,sea,ocean|sea,body of water|water|large indefinite quantity|large indefinite amount|turbulent flow,berlitz_HistoryFrance-hepple_clean,NA,berlitz_HistoryFrance-hepple_clean_8
warlike,NN,4,warlik,NA,NA,berlitz_HistoryFrance-hepple_clean,NA,berlitz_HistoryFrance-hepple_clean_8
tribe,NNS,4,tribe,clan|federation of tribes|folk|kin|kin group|kindred|kinship group|tribe,social group|nation|taxonomic group|taxonomic category|taxon,berlitz_HistoryFrance-hepple_clean,s,berlitz_HistoryFrance-hepple_clean_8
inland,RB,4,inland,inland,NA,berlitz_HistoryFrance-hepple_clean,NA,berlitz_HistoryFrance-hepple_clean_8
merchant,NNS,4,merchant,merchandiser|merchant,businessperson|bourgeois,berlitz_HistoryFrance-hepple_clean,s,berlitz_HistoryFrance-hepple_clean_8
marseille,NNP,4,marseil,marseille|Marseille|Marseilles,fabric|cloth|material|textile,berlitz_HistoryFrance-hepple_clean,s,berlitz_HistoryFrance-hepple_clean_8
call,VBD,4,call,address|anticipate|be known as|bid|call|call in|call off|call up|cry|forebode|foretell|holler|hollo|know as|name|phone|predict|prognosticate|promise|ring|scream|send for|shout|shout out|squall|telephone|visit|yell,label|telecommunicate|utter|emit|let out|let loose|order|tell|enjoin|say|meet|get together|request|ask for|bespeak|call for|quest|read|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|address|turn to|stop|stop over|demand|exact|play|indicate|guess|venture|pretend|hazard|ask|require|expect|challenge|dispute|gainsay|declare|adjudge|hold|entice|lure|tempt|see|consider|reckon|view|regard|awaken|wake|waken|rouse|wake up|arouse,berlitz_HistoryFrance-hepple_clean,ed,berlitz_HistoryFrance-hepple_clean_8
rome,NNP,4,rome,capital of Italy|Eternal City|Italian capital|Roma|Rome,leadership|leaders,berlitz_HistoryFrance-hepple_clean,NA,berlitz_HistoryFrance-hepple_clean_8
help,NN,4,help,aid|assist|assistance|assistant|avail|help|helper|service|supporter,activity|worker|resource|helpfulness,berlitz_HistoryFrance-hepple_clean,NA,berlitz_HistoryFrance-hepple_clean_8
liberal,JJ,5,liber,big|bighearted|bounteous|bountiful|broad|free|freehanded|giving|handsome|large-minded|liberal|loose|openhanded|tolerant,NA,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
idea,NNS,5,idea,approximation|estimate|estimation|idea|melodic theme|mind|musical theme|theme|thought,content|cognitive content|mental object|purpose|intent|intention|aim|design|opinion|sentiment|persuasion|view|thought|calculation|computation|figuring|reckoning|tune|melody|air|strain|melodic line|line|melodic phrase,berlitz_HistoryFWI-hepple_clean,s,berlitz_HistoryFWI-hepple_clean_79
begin,VBD,5,begin,begin|commence|get|get down|lead off|set about|set out|start|start out,talk|speak|utter|mouth|verbalize|verbalise|be|act|move|achieve|accomplish|attain|reach,berlitz_HistoryFWI-hepple_clean,ed,berlitz_HistoryFWI-hepple_clean_79
mushroom,VBG,5,mushroom,mushroom,pick|pluck|cull|grow,berlitz_HistoryFWI-hepple_clean,ing,berlitz_HistoryFWI-hepple_clean_79
france,NNP,5,franc,Anatole France|France|French Republic|Jacques Anatole Francois Thibault,NA,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
nelson,NNP,5,nelson,Admiral Nelson|Horatio Nelson|Lord Nelson|nelson|Nelson|Viscount Nelson,wrestling hold,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
destroy,VBD,5,destroi,demolish|destroy|destruct|put down|ruin,unmake|undo|get the better of|overcome|defeat|kill,berlitz_HistoryFWI-hepple_clean,ed,berlitz_HistoryFWI-hepple_clean_79
napoleon,NNP,5,napoleon,Bonaparte|Little Corporal|nap|napoleon|Napoleon|Napoleon Bonaparte|Napoleon I,French pastry|card game|cards,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
s,VBZ,5,NA,NA,NA,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
fleet,NN,5,fleet,fleet,collection|aggregation|accumulation|assemblage|steamship company|steamship line,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
battle,NNP,5,battl,battle|conflict|engagement|fight|struggle,military action|action|attempt|effort|endeavor|endeavour|try|group action,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
trafalgar,NNP,5,trafalgar,battle of Trafalgar|Trafalgar,NA,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
french,NNP,5,french,Daniel Chester French|French|French people,Romance|Romance language|Latinian language|nation|land|country,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
west,NNP,5,west,Benjamin West|Cicily Isabel Fairfield|Dame Rebecca West|due west|Mae West|Occident|Rebecca West|W|west|West|western United States|westward,cardinal compass point|direction|location,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
indian,JJ,5,indian,Amerind|Amerindic|Indian|Native American,NA,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
planter,NNS,5,planter,plantation owner|planter,farmer|husbandman|granger|sodbuster|worker|pot|flowerpot,berlitz_HistoryFWI-hepple_clean,s,berlitz_HistoryFWI-hepple_clean_79
lifeline,NN,5,lifelin,life line|lifeline|line of life,wrinkle|furrow|crease|crinkle|seam|line|support,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
france,NNP,5,franc,Anatole France|France|French Republic|Jacques Anatole Francois Thibault,NA,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
be,VBD,5,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryFWI-hepple_clean,ed,berlitz_HistoryFWI-hepple_clean_79
destroy,VBN,5,destroi,demolish|destroy|destruct|put down|ruin,unmake|undo|get the better of|overcome|defeat|kill,berlitz_HistoryFWI-hepple_clean,ed,berlitz_HistoryFWI-hepple_clean_79
as,RB,5,a,as|equally|every bit,NA,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
well,RB,5,well,advantageously|comfortably|considerably|easily|good|intimately|substantially|well,NA,berlitz_HistoryFWI-hepple_clean,NA,berlitz_HistoryFWI-hepple_clean_79
