lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
henry,NNP,1,henri,H|henry|Henry|Joseph Henry|Patrick Henry|William Henry,inductance unit,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
viius,NNP,1,viiu,NA,NA,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_48
elizabeth,NNP,1,elizabeth,Elizabeth|Elizabeth I|Elizabeth II,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_48
determine,VBN,1,determin,ascertain|check|decide|define|determine|find|find out|fix|influence|learn|limit|make up one's mind|mold|regulate|see|set|settle|shape|specify|square off|square up|watch,cause|do|make|choose|take|select|pick out|specify|define|delineate|delimit|delimitate|conclude|resolve,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_48
subdue,NN,1,subdu,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
ireland,NNP,1,ireland,Eire|Emerald Isle|Hibernia|Ireland|Irish Republic|Republic of Ireland,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
send,VBD,1,send,air|beam|broadcast|charge|commit|direct|get off|institutionalise|institutionalize|mail|place|post|send|send off|send out|ship|station|transmit|transport,move|displace|transmit|transfer|transport|channel|channelize|channelise|publicize|publicise|air|bare,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_48
massive,JJ,1,massiv,massive|monolithic|monumental,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
military,JJ,1,militari,military,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
expedition,NNS,1,expedit,despatch|dispatch|excursion|expedition|expeditiousness|hostile expedition|jaunt|junket|military expedition|outing|pleasure trip|sashay,campaign|military campaign|working group|working party|journey|journeying|celerity|quickness|rapidity|rapidness|speediness,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_48
next,JJ,2,next,adjacent|following|future(a)|next|side by side(p)|succeeding(a),NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
year,NN,2,year,class|twelvemonth|year|yr,time period|period of time|period|gathering|assemblage,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
large,JJ,2,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
group,NN,2,group,chemical group|group|grouping|mathematical group|radical,abstraction|abstract entity|unit|building block|set,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
scottish,NNP,2,scottish,Scots|Scots English|Scottish,English|English language,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
churchman,NN,2,churchman,churchman|cleric|divine|ecclesiastic,clergyman|reverend|man of the cloth,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_98
noble,NNS,2,nobl,Lord|noble|nobleman,male aristocrat,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_98
sign,VBD,2,sign,bless|contract|ratify|sign|sign on|sign up|signal|signalise|signalize|subscribe,write|validate|formalize|formalise|contract|undertake|hire|engage|employ|communicate|intercommunicate|put|set|place|pose|position|lay|gesticulate|gesture|motion,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_98
national,NNP,2,nation,national|subject,person|individual|someone|somebody|mortal|soul,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
covenant,NNP,2,coven,compact|concordat|covenant,written agreement|agreement|understanding,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
