lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
henry,NNP,1,henri,H|henry|Henry|Joseph Henry|Patrick Henry|William Henry,inductance unit,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_49
viius,NNP,1,viiu,NA,NA,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_49
s,VBZ,1,NA,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_49
break,VB,1,break,bankrupt|better|breach|break|break away|break dance|break down|break in|break off|break out|break up|break-dance|bring out|bump|burst|bust|cave in|check|collapse|come apart|conk out|crack|damp|dampen|demote|develop|die|disclose|discontinue|discover|divulge|erupt|expose|fail|fall apart|fall in|founder|fracture|get around|get out|give|give away|give out|give way|go|go against|go bad|infract|intermit|interrupt|kick downstairs|let on|let out|offend|part|pause|recrudesce|relegate|reveal|ruin|separate|smash|snap off|soften|split|split up|stop|transgress|uncover|unwrap|violate|weaken|wear|wear out,end|terminate|change integrity|damage|destroy|ruin|separate|divide|disrespect|escape|get away|break loose|disperse|dissipate|scatter|spread out|express emotion|express feelings|trespass|intrude|domesticate|domesticize|domesticise|reclaim|tame|surpass|outstrip|outmatch|outgo|exceed|outdo|surmount|outperform|tell|become|go|get|change|part|split up|split|break|break up|flee|fly|take flight|collapse|fall in|cave in|give|give way|founder|deaden|blunt|stop|finish|cease|alter|vary|discontinue|give up|quit|lay off|come forth|emerge|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|invalidate|annul|quash|void|avoid|nullify|delegate|designate|depute|assign|impoverish|switch|shift|appear|dance|trip the light fantastic|trip the light fantastic toe|exchange|commute|convert|modify|shoot|disunite|decay|crumble|dilapidate|detach|penetrate|perforate|interrupt|disrupt|cut off|diphthongize|diphthongise|solve|work out|figure out|puzzle out|lick|work|change state|turn|decrease|diminish|lessen|fall|injure|wound|weaken,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_49
rome,NNP,1,rome,capital of Italy|Eternal City|Italian capital|Roma|Rome,leadership|leaders,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_49
dissolution,NN,1,dissolut,adjournment|breakup|disintegration|dissipation|dissolution|dissolving|licentiousness|looseness|profligacy,natural process|natural action|action|activity|liquefaction|intemperance|intemperateness|self-indulgence|termination|ending|conclusion,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_49
monastery,NNS,1,monasteri,monastery,religious residence|cloister,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_49
mean,VBN,1,mean,entail|have in mind|imply|intend|mean|signify|stand for|think|think of,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_49
1558,CD,1,1558,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_49
dublin,NNP,1,dublin,capital of Ireland|Dublin|Irish capital,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_49
s,VBZ,1,NA,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_49
two,CD,1,two,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_49
cathedral,NNS,1,cathedr,cathedral|duomo,church|church building|church|church building,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_49
